34,"115,0",56,"6,2","3,6",11,80,78,10,"0,40","0,58","0,16","0,59",145,"0,02-0,056"
35,"60,0",59,"6,2","4,0",14,60,104,14,"0,40","0,58","0,23","0,59",145,"0,02-0,056"
36,"59,0",59,"6,1","3,1",14,73,116,14,"0,40","0,58","0,26","0,59",145,"0,02-0,056"
37,"19,0",62,"7,2","4,4",14,87,81,22,"0,49","0,62","0,16","1,03",88,"0,02-0,056"
38,"170,0",62,"7,2","4,4",14,87,81,22,"0,49","0,62","0,16","1,03",88,"0,02-0,056"
39,"69,0",73,"7,0","4,4",14,135,127,22,"0,40","0,58","0,15","0,59",145,"0,02-0,056"
40,"65,0",73,"7,0","4,4",14,135,127,22,"0,40","0,58","0,15","0,59",145,"0,02-0,056"
41,"35,0",73,"7,0","4,4",14,135,127,22,"0,40","0,58","0,15","0,59",145,"0,02-0,056"
42,"37,0",62,"6,9","3,6",13,75,133,17,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
43,"60,0",66,"6,6","3,8",14,100,115,18,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
44,"125,0",76,"6,2","3,8",15,172,153,10,"0,40","0,58","0,18","0,59",145,"0,02-0,056"
45,"103,0",78,"6,2","4,2",17,186,146,17,"0,40","0,58","0,18","0,59",145,"0,02-0,056"
46,"23,0",58,"6,2","3,7",14,50,110,13,"0,40","0,58","0,12","0,59",145,"0,02-0,056"
47,"50,0",58,"6,2","3,7",14,50,110,13,"0,40","0,58","0,12","0,59",145,"0,02-0,056"
48,"100,0",61,"6,2","3,6",17,67,102,13,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
49,"4,4",67,"7,1","4,2",13,89,132,12,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
50,"127,0",66,"6,9","4,3",12,88,125,19,"0,40","0,58","0,19","0,59",145,"0,02-0,056"
51,"24,0",66,"6,9","4,3",12,88,125,19,"0,40","0,58","0,19","0,59",145,"0,02-0,056"
52,"40,0",62,"6,8","3,9",14,71,115,20,"0,40","0,58","0,12","0,59",145,"0,02-0,056"
53,"64,0",62,"6,8","3,9",14,71,115,20,"0,40","0,58","0,12","0,59",145,"0,02-0,056"
54,"65,0",66,"6,9","4,1",14,87,130,19,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
55,"26,0",66,"6,9","4,1",14,87,130,19,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
56,"29,0",66,"6,6","3,8",14,100,115,18,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
57,"65,0",66,"6,6","3,8",14,100,115,18,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
58,"131,0",69,"6,7","4,0",20,88,128,20,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
59,"45,0",67,"7,0","4,2",14,81,138,13,"0,40","0,58","0,24","0,59",145,"0,02-0,056"
60,"81,0",66,"7,1","4,0",15,95,112,15,"0,40","0,58","0,24","0,59",145,"0,02-0,056"
61,"44,0",58,"6,7","3,6",13,60,116,14,"0,40","0,58","0,11","0,59",145,"0,02-0,056"
62,"143,0",58,"6,7","3,6",13,60,116,14,"0,40","0,58","0,11","0,59",145,"0,02-0,056"
63,"67,0",66,"6,9","4,1",14,87,130,19,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
64,"74,0",61,"6,7","3,9",17,61,113,14,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
65,"30,0",61,"6,7","3,9",17,61,113,14,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
66,"35,0",61,"6,7","3,9",17,61,113,14,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
67,"36,0",61,"6,7","3,9",17,61,113,14,"0,40","0,58","0,13","0,59",145,"0,02-0,056"
68,"36,0",69,"6,7","4,0",20,88,128,20,"0,40","0,58","0,17","0,59",145,"0,02-0,056"
